user,tweet,sentiment
polozovs,в #бирюлево сожгл торгов центр  все происходя напомина кусок из фильм #околофутбола,3
polozovs,алькапотн и все все все … #москва #мигранты #рейд #юао,3
softgaz,в мордов собствен #бирюлево ,3
softgaz,#бирюлево #зейналов #щербаков опровергнут информац о егор щербаков …,2
softgaz,#бирюлево азербайджанск дипломат встрет с орхан зейналов …,2
softgaz,#бирюлево родител орха зейналов готов отказа сын …,3
softgaz,#бирюлево изз орха зейналов отношен росс и азербайджа обостря …,3
softgaz,#бирюлево задержан зейналов ест слабост режим …,3
softgaz,#бирюлево подробн о бирюлевск убийц …,3
softgaz,#бирюлево #путинизм евген ихл кремл испуга по настоя ,3
softgaz,федор крашенинник #бирюлево: кризис власт вступа в нов стад …,3
softgaz,#бирюлево задержа бирюлевск убийц …,3
softgaz,антон орех эт не массов беспорядк #бирюлево ,3
softgaz,разн подход к событ в #бирюлево и к &#болотн делу&# …,2
softgaz,алекс #навальный. что произошл в #бирюлево …,2
softgaz,#бирюлево. хроник  октябр …,2
softgaz,#бирюлево #саратов массов драк в центр саратов …,3
softgaz,жириновск о событ в #бирюлево …,2
softgaz,миха прохор о погром в #бирюлево …,2
softgaz,обстановк в #бирюлево накаля …,3
softgaz,#бирюлево аркад бабченк кто виноват …,3
softgaz,#бирюлево: разборк на почв долгов обязательств …,3
softgaz,андр мальгин #бирюлево ,2
softgaz,хроник событ в #бирюлево …,2
softgaz,#бирюлево виде убийц егор щербаков …,2
softgaz,"#бирюлево, народн сход полн верс …",2
softgaz,столковен жител и омон москв #бирюлево …,3
softgaz,#бирюлево #рпц призыва кара мигрант …,3
softgaz,#бирюлево егор щербаков зареза приезж на глаз ег девушк  полица ,3
softgaz,#бирюлево о событ в бирюлев …,2
softgaz,#бирюлево #зейналов #щербаков опровергнут информац о егор щербаков …,2
softgaz,#мигранты федерац мигрант попрос запрет «русск марш» …,2
softgaz,#мигранты правительств увеличива квот на работ иностранц …,2
softgaz,#мигранты росс  недружествен государств сказа мигрант ,3
phoenix_tatyana,бирюлев итог  #бирюлево,2
phoenix_tatyana,болотн заговор олег кашин о письм политзаключен ил гущин  #бирюлево #болотная,2
phoenix_tatyana,евр учат бирюлевц толерантн  #бирюлево,3
phoenix_tatyana,заявлен ккрылов по повод искажен ег слов в интерв собеседник о бирюлев   #бирюлево,3
phoenix_tatyana,ккрыл как азербайджанц воспринима событ вокруг бирюлев  #бирюлево,2
phoenix_tatyana,по событ в #бирюлево ск планир возбуд дел по стат организац преступн сообществ  #бирюлево,2
phoenix_tatyana,нов шедевр емелин о бирюлев   #бирюлево,1
phoenix_tatyana,александр бел в эфир шустер о #бирюлево и о российск национальн политик ,2
phoenix_tatyana,эх бирюлев сайт объединен #русские  времен прекрат работ  #бирюлево,2
phoenix_tatyana,русск парн котор путинц арестова и кинул в застенк нужда в ваш помощи!  #бирюлево,3
phoenix_tatyana,ддемушкин власт испуга «бирюлевских» событ эт может отраз на проведен русск марш   #бирюлево,3
phoenix_tatyana,бирюлев нача отличн полн репортаж нейромир тв из #бирюлево:  с помощ ,1
phoenix_tatyana,об очевидн в связ с бирюлевск событ очен интересн и полезн пост!   #бирюлево,1
phoenix_tatyana,#бирюлёво – у последн черт  #бирюлево,3
phoenix_tatyana,задержа в #бирюлево мигрант «продержа сутк и отпуст за тысяч рублей»  #бирюлево,3
phoenix_tatyana,что так бирюлевск плодоовощн баз расследован бг люд гибнут за кинз  #бирюлево,3
phoenix_tatyana,любл когд бляд кореж подборк цитат либерал о событ в #бирюлево  #бирюлево,3
phoenix_tatyana,видеозап задержан убийц егор щербаков  #бирюлево,3
phoenix_tatyana,событ на пражск москв  прям трансляц   #бирюлево,2
phoenix_tatyana,бирюлевск убийц орха зейнал пойма в подмосков  #бирюлево,3
phoenix_tatyana,#бирюлёво  русск восста прот режим котор провод геноцид рук инородц   #бирюлево,3
phoenix_tatyana,в #бирюлево разгром азербайджанск каф ,3
phoenix_tatyana,жител #бирюлёво: власт эт спровоцирова сам сво политик толерантн и сво продажн  #бирюлево,3
phoenix_tatyana,русск националист в беспорядк в #бирюлёво виноват власт и полиц  #бирюлево,3
phoenix_tatyana,роспотребнадзор закр овощебаз в #бирюлево  #бирюлево,2
phoenix_tatyana,идиот есл хот пуст идут на болотн с плакат «мы все сегодн овощи! бирюлев  наш база!»  #бирюлево,3
phoenix_tatyana,#бирюлево.  виде котор об всем говор ,3
phoenix_tatyana,заявлен александр белов о юридическ поддержк для жител #бирюлево ,1
phoenix_tatyana,народн сход в #бирюлево  октябр _& & …,2
CallmJoker,& __… азер рассказыва как реза егор щербаков #бирюлево,3
CallmJoker,& __… #бирюлево #пражская зачистк и борьб с русск молодеж,3
CallmJoker,… в чурбанбайр налет на храм !!! москв сейчас #бирюлево,3
CallmJoker,все так ест смысл в силов народн действ #бирюлево мент зашевел и пойма урод,3
CallmJoker,_ _ &_ &_ … пойма ублюдк #бирюлево !!!!,3
CallmJoker,… в беспорядк в #бирюлево виноват не власт а отморозк националист горбенк,3
CallmJoker, зде человек  поход будут винт #бирюлево,3
CallmJoker,& __… #бирюлево хроник событ,2
CallmJoker,из стан враговсочуствующиевсех на работ разда спецсредств и посад в актов зал до особ распоряженияувд са #бирюлево,3
CallmJoker,как то бабул накорм пирог в так минут чуствуеш единен прост народ #бирюлево,1
CallmJoker,один мент сейчасзаеба все над на пенс и пошел получа щит #бирюлево,3
CallmJoker,#бирюлево мент меша ход и бега а ещ больш меша писа один увидел что пиш заора держ он пишет пиздец прост,3
CallmJoker,#бирюлево сегодн увидел очен мног националистовэт дет подростк девушк мужчин женщин дед и бабушк их прост все уж достало!!!!,3
CallmJoker, трудн сказа тут хаос прост орут бега хвата без разбор всех и мент мент мент планет мент #бирюлево,3
CallmJoker,_ у нас зде сам прям #бирюлево  мент меша писа ,3
CallmJoker,#бирюлево наш дни  ,2
CallmJoker,есл кто говор что все законч приезжа в #бирюлево посмотр,3
CallmJoker,в одн из двор напорол на омон нас  их  старш орет по рацииподмога! и отошл в сторон #бирюлево наш дни,3
CallmJoker,есл бы кажд народн журналист взял бы камен вмест фотокамер польз был бы больш #бирюлево,3
CallmJoker,светла ганнушкин по дожд эт ужас эт еврейск погромы! прич зде мигранты!!! мразь!!!! #бирюлево,3
CallmJoker,мент в #бирюлево явн не хвата большинств их в резерв на #манежка и у кремл пу посыкива,3
CallmJoker,а тем времен #манежка перекрыт мент #бирюлево,3
CallmJoker,овощебаз взят штурм #бирюлево ворот слома народ ворва на территор,3
CallmJoker,пошл махалов с омон кров крик удар из мусорн бак дела баррикад #бирюлево,3
CallmJoker,"автобус с омон и задержа блокирова людьм #бирюлево, улиц перекрыт в мент лет бутылк никт не расход",3
CallmJoker,из стан враг от сочуств щербак был футбольн фанат перв вопрос начальник на совещан в гувд москв #манежка #бирюлево,3
CallmJoker,когд черн убива щербаков ряд не был ни одн мент зат тепер  автозак с омон для русск #народныйсход #бирюлево.,3
CallmJoker,когд черн убива щербаков ряд не был ни одн мент зат тепер  автозак с омон для русск #народныйсход #бирюлево.,3
izvestia_ru,событ в западн #бирюлево могут имет серьезн последств для местн сотрудник фмс #новости,2
izvestia_ru,"глав увд южн округ столиц куд вход #бирюлево), отправл в отставк   #новости",2
izvestia_ru,гувд москв заплат  рубл за помощ в раскрыт убийств в #бирюлево ,1
izvestia_ru,глав #мвд и #фмс отчита за #бирюлево  перед депутат ,2
izvestia_ru,двум фигурант дел о погром в #бирюлево предъявл обвинен по стат «хулиганство» ,3
izvestia_ru,зейналов предъяв обвинен в убийств   #новости #бирюлево,3
izvestia_ru,суд арестова четверт подозрева в массов погром в #бирюлево ,2
izvestia_ru,предполага убийц егор щербаков отказа от признан #бирюлев ,2
izvestia_ru,орха зейнал на суд не призна вин в убийств москвич в #бирюлево ,2
izvestia_ru,журналист макс сокол — о том скольк мигрант может приня россия#росс #бирюлево ,2
izvestia_ru,арендатор овощебаз в #бирюлево не успева перевезт товар в друг точк  #новости,3
izvestia_ru,в отношен руководств овощебаз в #бирюлево возбужд уголовн дел,2
izvestia_ru,отец орха зейналов подозрева в убийств в #бирюлево егор щербаков принес извинен родн погибш ,2
izvestia_ru,окол  тыс фур с овощ зелен и фрукт оказа заблокирова на овощн баз «покровская» в #бирюлево ,2
izvestia_ru,предполага убийц  егор щербаков орха зейналов вычисл по телефон звонк  #бирюлево,2
izvestia_ru,полиц задержа предполага убийц егор щербаков  #бирюлево,2
izvestia_ru,#скр нашел груб нарушен миграцион и трудов законодательств на овощебаз в #бирюлево ,3
izvestia_ru,глав гу мвд москв анатол якунин увол глав овд «#бирюлев западное» ,2
izvestia_ru,силовик состав списк потенциальн горяч точек в москв  #новости #бирюлево,2
izvestia_ru,предполага убийц егор щербаков   уроженец азербайджа орха зейнал зах огл  #бирюлево,2
izvestia_ru,чертановск суд оштрафова  человек за беспорядк в #бирюлево  сумм штраф от  до  тыс рубл,2
izvestia_ru,губернатор гроз отставк за межнациональн конфликт  в подконтрольн регион  #бирюлево,2
izvestia_ru,подозрева в убийств в #бирюлево в ближайш врем будут предъявл свидетел для опознан ,2
izvestia_ru,посл инцидент в #бирюлево на друг подобн объект столиц контрол не усил  #новости,2
izvestia_ru,ск даст жестк правов оценк действ управ #бирюлево ,3
izvestia_ru,владелец овощебаз в #бирюлево магомед толбо счита что в погром виноват полиц и местн власт ,3
izvestia_ru,на овощебаз в #бирюлево обнаруж автомобил с  млн рубл и оруж  там же задержа  человек,3
izvestia_ru," человек участвова в беспорядк в #бирюлево, привлекут к административн ответствен ",2
izvestia_ru,дво омоновц госпитализирова посл беспорядк в #бирюлево  #новости,3
izvestia_ru,депутат госдум собира жестк отреагирова на беспорядк в москв   #бирюлево,3
PravdeVglaza_ru,малолетн пьян попыта устро погром в люберц #новости #бирюлево   __…,3
PravdeVglaza_ru,чист вод невиновник орханчик предъяв обвинен вплот до пожизнен #зейналов #бирюлево #новости __…,3
PravdeVglaza_ru,нерасторопн адвокат орха зейналов несогласн с ег арест #новости #бирюлево #зейналов __…,3
PravdeVglaza_ru,девушк убит егор щербаков «когд взглянул в ег паршив глаз стал все и сраз понятно»  __… #новости #бирюлево,3
PravdeVglaza_ru,предполага убийц из бирюлев арестова в зал суд на два месяц  __… #бирюлево #новости,2
PravdeVglaza_ru,в москв во втор раз попыта арестова орха зейналов __… #новости #зейналов #бирюлево,2
PravdeVglaza_ru,раздул до истер азербайджа направ нот в связ с задержан убийц егор щербаков  __… #новости #бирюлево,3
PravdeVglaza_ru,#зейналов обвин щербаков в нападен «он вдво мен хотел труп сделать»  __… #новости #бирюлево #убийство,3
PravdeVglaza_ru,убийц егор щербаков был суд и вышел из тюрьм всег год назад __… #новости #зейналов #бирюлево,3
PravdeVglaza_ru,вопрос об арест орха зейналов уб егор щербаков рассмотр  октябр  __… #новости #зейналов #бирюлево,2
PravdeVglaza_ru,в бирюлев произошл ещ одн убийств неизвестн изреза узбек  __… #новости #бирюлево #убийство,3
PravdeVglaza_ru,предполага убийц егор щербаков доставл в ивс на петровк  __… #бирюлево #зейналов #розыск,2
PravdeVglaza_ru,орха зейнал зверск зареза егор щербаков задержа в коломн  __… #бирюлево #новости #щербаков #зейналов #розыск,3
PravdeVglaza_ru,посл погром в #бирюлево полетел голов столичн полицейск начальств  __… #новости,3
PravdeVglaza_ru,убийц егор щербаков опозна им оказа уроженец азербайджа им и фот убийц __… #новости #бирюлево #щербаков,3
PravdeVglaza_ru,#скр нашел чиновник виновн в погром в #бирюлево __… #новости,3
PravdeVglaza_ru,"на овощн баз в #бирюлево, где мог работа убийц егор щербаков найд миллион и оруж __… #новости #погром",3
PravdeVglaza_ru,посл националистическ погром в #бирюлево закр овощебаз на котор мог работа убийц егор щербаков __…,2
PravdeVglaza_ru,девушк убит егор щербаков «я хоч чтоб власт примен крайн меры»  __… #бирюлево #москва #погром #новости,3
PravdeVglaza_ru,зейнал заяв что ег даж не был на мест преступлен однак «паршив глаза» выда ег  __… #новости #зейналов,3
PravdeVglaza_ru,чист вод невиновник орханчик предъяв обвинен вплот до пожизнен #зейналов #бирюлево #новости __…,3
PravdeVglaza_ru,нерасторопн адвокат орха зейналов несогласн с ег арест #новости #бирюлево #зейналов __…,3
PravdeVglaza_ru,в москв во втор раз попыта арестова орха зейналов __… #новости #зейналов #бирюлево,2
PravdeVglaza_ru,#зейналов обвин щербаков в нападен «он вдво мен хотел труп сделать»  __… #новости #бирюлево #убийство,3
PravdeVglaza_ru,убийц егор щербаков был суд и вышел из тюрьм всег год назад __… #новости #зейналов #бирюлево,3
PravdeVglaza_ru,вопрос об арест орха зейналов уб егор щербаков рассмотр  октябр  __… #новости #зейналов #бирюлево,2
PravdeVglaza_ru,орха зейнал резк заб русск язык и призна в убийств егор щербаков __… #новости #зейналов #берюлево,3
PravdeVglaza_ru,отец убийц егор щербаков извин за сынаалкоголик и посетова на жизн  __… #новости #берюлево #зейналов,3
PravdeVglaza_ru,предполага убийц егор щербаков доставл в ивс на петровк  __… #бирюлево #зейналов #розыск,2
PravdeVglaza_ru,орха зейнал зверск зареза егор щербаков задержа в коломн  __… #бирюлево #новости #щербаков #зейналов #розыск,3
RT_russian,маркин очн ставк с зейналов проведут есл он не созна в убийств в #бирюлево #новости,2
RT_russian,маркин следств не сомнева что имен зейнал соверш убийств в #бирюлево #новости,3
RT_russian,нов акц в связ с убийств в #бирюлево прошл окол метр пражск задержа нескольк человек фот ,3
RT_russian,мвд подозрева в убийств в #бирюлево при задержан оказа сопротивлен пострада нет ,3
RT_russian,"мвд орха зейнал подозрева в резонансн убийств в #бирюлево, задержа в подмосков",2
RT_russian,следств овощебаз в #бирюлево закроют в течен  дне оттуд будет вывез ве товар #новости,2
RT_russian,ск принят решен закр баз в #бирюлево #новости,2
RT_russian,начальник омвд по район #бирюлево-западное снят с должност #новости,2
RT_russian,овощн баз в #бирюлево закрыт на  дне изз многочислен нарушен ,3
RT_russian,#онищенко: овощебаз в #бирюлево должн быт закрыт навсегд #новости,3
RT_russian,спикер госдум заяв о возможн проведен парламентск расследован событ в #бирюлево #новости,2
RT_russian,следствен комитет провер можн ли квалифицирова действ собра в #бирюлево как массов беспорядк ,2
RT_russian,мвд полиц задержа окол  тыс человек на овощебаз в #бирюлево фот ,2
RT_russian,серг #собянин долож владимир путин о событ в #бирюлево и о мер по наведен порядк #новости,2
RT_russian,в #бирюлево происход массов арест мигрант   фот ,3
RT_russian,мвд к административн ответствен привлека бол  задержа в ход беспорядк в #бирюлево #новости,2
RT_russian,полиц взял ситуац в #бирюлево под контрол   с мест событ виде …,1
RT_russian,глав гу мвд москв о событ в #бирюлево: «так помощ нам ни к чему» виде ,3
RT_russian,общ числ задержа за противоправн действ в #бирюлево достигл  человек виде …,2
RT_russian,мвд тро сотрудник омон пострада при задержан возл торгов центр #бирюз  #бирюлево,3
RT_russian,прям трансляц из #бирюлево ,2
RT_russian,московск полиц нача массов проверк документ в #бирюлево ,2
RT_russian,возл жд станц #бирюлевотоварн полиц задержива демонстрант собра посл нападен на тц ,2
RT_russian,"круг лиц возможн причастн к убийств в #бирюлево, установл в отношен одн из них провод мер по задержан  интерфакс",2
RT_russian,больш част полицейск в #бирюлево двинул от овощн баз в сторон жд станц бирюлевотоварн ,2
RT_russian,в #бирюлево произошл столкновен местн жител и выходц с кавказ  человек госпитализирова  интерфакс #новости,3
RT_russian,глав мвд колокольц провод экстрен совещан в связ с событ в #бирюлево ,2
RT_russian,слов «#бирюлево» на кириллиц попа в миров тренд сервис #twitter на фон многочислен новост о беспорядк #новости,2
RT_russian,глав думск комитет по безопасн яров развит ситуац в #бирюлево может пойт по опасн сценар нужн мер  интерфакс,3
RT_russian,в неофициальн разговор с полицейск орха #зейналов призна сво вин  интерфакс ,3
SovSekretno,глав увд южн округ москв куд вход #бирюлево  отправл в отставк #_…,2
SovSekretno,агрессивн #национализм – единствен реальн альтернатив режим  путин опрос известн люд  #… #бирюлево,3
SovSekretno,подозрева в убийств в #бирюлево азербайджанц мог спровоцирова сам щербак #…,3
SovSekretno,овощебаз в #бирюлево закр по суд на три месяц #…,2
SovSekretno,полиц задержа подозрева вубийств в#бирюлев   пишут занима извоз #…,2
SovSekretno,полиц объяв подозрева вубийств в#бирюлев #…,2
SovSekretno,руководств овощебаз «покровская» в #бирюлево обвиня в ситуац коррумпирова городск власт полиц и миграцион служб,3
SovSekretno,в #бирюлево задержа окол  мигрант #…,2
SovSekretno,владимир колокольц призва быстрееразобра с овощебаз #бирюлево #…,2
SovSekretno,светла ганнушкин нельз устраива охот на люд #бирюлево #…,3
SovSekretno,мосгордум соберет специальн слушан побеспорядк в#бирюлев #…,2
SovSekretno,геннад онищенк объяв  озакрыт овощебаз в#бирюлев #…,2
SovSekretno,административн дел завед напогромщик из#бирюлев западн #…,2
SovSekretno,овощн баз «покровская» врайон западн #бирюлево закрыт насанитарн ден #…,2
SovSekretno,в #бирюлево задержа  человек,2
SovSekretno,интерфакс предполага убийц щербаков торгова шаурм #бирюлево,2
SovSekretno,глав московск главк мвд  о #бирюлево: во всех мест раскле изображен предполага преступник ,2
SovSekretno,глав президентск совет поправ человек особыт в#бирюлев  «росс — не стран громил» #…,1
SovSekretno,полиц возбуд уголовн дел пофакт  беспорядк в#бирюлев постат «хулиганство» #…,2
SovSekretno,интерфакс со ссылк пок на анонимн источник полиц установ подозрева в убийств жител #бирюлево,2
SovSekretno,фот массов беспорядк в #бирюлево  некотор омоновц пострада ,3
SovSekretno,полиц перекр манежн площад #бирюлево,2
SovSekretno,#собянин поруч провест тащательн расследован событ в #бирюлево,2
SovSekretno,пресссекретар собянин заяв что участник акц должн быт наказа #бирюлево #…,3
SovSekretno,участник акц начина расход небольш групп хот иска приезж по #бирюлево #…,3
SovSekretno,в #бирюлево задержа окол человек #…,2
SovSekretno,по распоряжен глав мвд в москв введ план вулка ве личн соста подн по тревог #бирюлево #…,2
SovSekretno,вмоскв введ план «вулкан» ве личн соста подн потревог #бирюлево #…,2
SovSekretno,националист иместн жител атакова овощебаз в#бирюлев #…,3
Pavel_XII,собран заговорщик #россия #бирюлево ,3
Pavel_XII,лидер движен «сопротивление» рома зенц о проблем мигрант   #бирюлево #москва #россия #мигранты,2
Pavel_XII,бирюлевск овощебаз  черн дыр москв годов оборот  млрд доллар … #бирюлево #москва #криминал,3
Pavel_XII,зачистк у метр пражск преступн реж запугива населен  #бирюлево #россия #криминал #путин,3
Pavel_XII,мент довольн и явн получа удовольств от работыещ бы дубинк помаха и отбуцка когон ног вообщ бы кайф был #бирюлево,3
Pavel_XII,в москв опя задержан полиц обыскива и берет молод люд у метр пражск поблиз мног автозак #бирюлево #msk #новости,3
Pavel_XII,молния! орха зейнал подозрева в убийств егор щербаков задержа в подмосковье! #бирюлево #москва #новости,2
Pavel_XII,к вопрос о трудов мигрант #бирюлево #москва ,3
Pavel_XII,а недомэр собянин так и не приеха до сих пор к дорог москвич присла омон сегодн народ опя собира у тц бирюз #бирюлево,3
Pavel_XII,елкин о факел #бирюлево ,2
Pavel_XII,хрустальн ноч в бирюлев #бирюлево,3
Pavel_XII,московск омон сегодн понес больш потер зубн эма #бирюлево,3
Pavel_XII,омон п#изд дорог москвич а путин с собянин дожевыва глухар в уютн загородн резиденц он главн виновники! #бирюлево,3
Pavel_XII,по распоряжен мэр собянин на курбанбайр в москв не будут реза баран а про москвич в распоряжен нич не сказа #бирюлево,3
Pavel_XII,путин же приказа до олимпиад кавказц не трога бит можн тольк русск вот омон и стара #бирюлево,3
Pavel_XII,завтр опя достанет вьетнамцам! #бирюлево,3
Pavel_XII,вход в логов звер наход на манежн площад в москв поэт е сегодн так усилен охраня #бирюлево #москва,3
Pavel_XII,есл бы люд в росс чащ выход на улиц массов митинг реагирова на все выгибон власт мы бы жил в друг стран #бирюлево,3
Pavel_XII,овощн баз взял ник там нет и что дальш может лучш к префектур сход ил к мэр и спрос за все происходя #бирюлево,3
Pavel_XII,недомэр москв собянин заб в нор и не высовыва ссыкотн блеа выйт к москвичам! довел ситуац до крайност #бирюлево #москва,3
Pavel_XII,прям эфир из бирюлев   #москва #бирюлево,2
Pavel_XII,пренебрежен власт к русск  эт следств наш разобщен низк уровн самосознан и слабост умерен нац движен #бирюлево,3
Pavel_XII,народ пошел на штурм торгов центр бирюз а межд тем главн виновник кавказск беспредел сид не там а в кремл #бирюлево #мск,3
Pavel_XII,росс наступа на те же грабл что и европ тольк европ уж осозна сво ошибк а росс ещ нет #мигранты #мск ,3
Pavel_XII,европ излечива от мультикультурализм крепнут и появля нов националистическ парт … #новости #мигранты,3
Pavel_XII,лидер движен «сопротивление» рома зенц о проблем мигрант   #бирюлево #москва #россия #мигранты,2
Pavel_XII,обществ воинств овощ навальн ужасн человек ег над ликвидирова  #navalny #овощебаза #msk,3
OTV_Russia,за предотвращен конфликт подобн столкновен в бирюлев будут ответствен мэр и губернатор #бирюлево ,3
OTV_Russia,#бирюлево: откуд там стольк мигрант зач задержан зейналов преврат в телешо #социальный_репортаж  #отр. _…,3
OTV_Russia,адвокат обвиня в убийств в бирюлев пода жалоб на решен суд об арест орха зейналов #бирюлево #зейналов ,2
OTV_Russia,задержа по дел о погром в #бирюлево геннад шибанов отпуст из полиц ,2
OTV_Russia,арестова один из руководител компанииоператор овощебаз в бирюлев #овощебаза #москва #бирюлево ,2
OTV_Russia,орхан зейналов предъяв #обвинение в убийств егор щербаков #зейналов #москва #бирюлево #убийство ,2
OTV_Russia,арестова руководител охра овощебаз в западн бирюлев #москва #бирюлево #овощебаза #арест ,2
OTV_Russia,#бирюлево: поч сход преврат в погром а задержан зейналов  в телешо #социальная_сеть  в  на #отр.http://www.otr-online.ru/programmi/programmparts_9890.html;…,3
OTV_Russia,арестова очередн подозрева по дел о погром в тц «бирюза» в #бирюлево ,2
OTV_Russia,орха #зейналов арестова на два месяц #бирюлевоhttp://www.otr-online.ru/news/15489.html;,2
OTV_Russia,#азербайджан треб обеспеч прав задержа орха зейналов #орхан_зейналов  #егор_щербаков #бирюлево  ,2
OTV_Russia,орха зейналов достав в #пресненский_суд москв  #москва #орхан_зейналов #егор_щербаков #бирюлево ,2
OTV_Russia,орха #зейналов объясн убийств щербаков самооборон #щербаков #бирюлево ,2
OTV_Russia,#бирюлево посл “народн схода” что дальш комментар местн жител и приезж #социальный_репортаж на #отр. _…,2
OTV_Russia,#полиция москв подвел итог «народн схода» в #бирюлево: дво полицейск госпитализирова ,3
OTV_Russia,все участник акц протест у торгов центр «бирюза» в #бирюлево разошл задержа допрашива #следователи. ,2
OTV_Russia,в ход задержан в #бирюлево был ран пятер полицейск в том числ командир батальон #омон. ,3
OTV_Russia,числ задержа в #бирюлево достигл  человек #москвичи треб скор раскрыт убийств егор щербаков,3
OTV_Russia,адвокат обвиня в убийств в бирюлев пода жалоб на решен суд об арест орха зейналов #бирюлево #зейналов ,2
OTV_Russia,#азербайджан направ в мид рф втор нот протест в связ с дел зейналов #зейналов #щербаков ,3
OTV_Russia,орхан зейналов предъяв #обвинение в убийств егор щербаков #зейналов #москва #бирюлево #убийство ,2
OTV_Russia,орха #зейналов арестова на два месяц #бирюлевоhttp://www.otr-online.ru/news/15489.html;,2
OTV_Russia,орха #зейналов объясн убийств щербаков самооборон #щербаков #бирюлево ,2
OTV_Russia,на овощебаз в западн бирюлев обнаруж бол  нелегал #москва #западное_бирюлево #мигранты ,3
OTV_Russia,нов инициатив навальн #визовый_режим для гражда центральн аз и закавказ #закон #мигранты #навальный ,2
OTV_Russia,на овощн баз в западн бирюлев нашл машин с деньг и оруж #западное_бирюлево #москва #мигранты ,3
OTV_Russia,арестова один из руководител компанииоператор овощебаз в бирюлев #овощебаза #москва #бирюлево ,2
OTV_Russia,арестова руководител охра овощебаз в западн бирюлев #москва #бирюлево #овощебаза #арест ,2
rsn_reporter,на дан момент задержа нескольк десятк человек #бирюлево ,2
rsn_reporter,на пражск продолжа задержан % задержа несовершеннолетн за ним приезжа родител #бирюлево ,2
rsn_reporter,поч толп выбра тц бирюз для погром у продавц объяснен не нашл пожима плеч #бирюлево,3
rsn_reporter,продавц тц бирюз охран усил а толк прот так толп нич не поможет вспомин событ двухдневн давност #бирюлево,3
rsn_reporter,тц бирюз в #бирюлево сегодн откр главн вход заб железн щит дворник убра бит стекл ,3
rsn_reporter,у тц бирюз снов собира жител на этот раз чтоб рассказа журналист всю правд #бирюлево ,3
rsn_reporter,тц бирюз сегодн закр окол  жител рассказыва страшн криминальн истор район #бирюлево ,3
rsn_reporter,участков уполномочен нача проверя регистрац жител дом поквартирн в #бирюлево ,2
rsn_reporter,то что мальчик убилиэт повод был накипел у нас! жив в клоак  все та же жительниц район #бирюлево,3
rsn_reporter,завтр начина их рамазан! над будет им устроитьжительниц район лет ти #бирюлево,3
rsn_reporter,дальнобойщик жал что застря на баз товар гниет солярк уход в пуст на холодильник предполага что эт передел#бирюлев,3
rsn_reporter,источник действ полиц  реакц на нацпризыв в соцсет баз скор всег сегодн закроют #бирюлево,3
rsn_reporter,погрузк в уазик лес руб  щепк летятвоскликнул один из задержа проход в автобус #бирюлево ,3
rsn_reporter,некотор привел в рабоч одежд дворник видим прям с работы#бирюлев ,3
rsn_reporter,комитет содейств орган госбезопасн задержа поясн что гдет куп этот липов документ #бирюлево ,3
rsn_reporter,полицейск уазик выезжа из #овощебаза битк набит людьм #бирюлево ,3
rsn_reporter,у #овощебаза в #бирюлево мног полиц ,2
rsn_reporter,на #овощебаза приеха гсу ск рф,2
rsn_reporter,нас туд не пустили!д что там собянин тогд не пуст туда! про #овощебаза,3
rsn_reporter,оборот #овощебаза в ден составля  миллиард рубл эт сам крупн баз в росс,2
rsn_reporter,при досмотр автомобил у #овощебаза обнаруж пневматическ оруж и молоток водительникогд пробл не был ,3
rsn_reporter,задержа на #овощебаза сажа в уазик омон и дпс  и  полк тут всесказа омоновец ,3
rsn_reporter,полицейск уазик выезжа из #овощебаза битк набит людьм #бирюлево ,3
rsn_reporter,у #овощебаза в #бирюлево мног полиц ,2
rsn_reporter,в сторон #овощебаза баз ход тольк маршрутк  водител русск,2
rsn_reporter,маршруточник отказыва еха в сторон #овощебаза не над вам туд говор в #бирюлёво,3
slavnovosti,сегодняшн фот #полиция в #бирюлево ,2
slavnovosti,#бирюлево  то что оста от овощебаз ,3
slavnovosti,так #погромы в #бирюлево ещ никт не показыва  переда из эпицентр событ ,2
slavnovosti,#этнопреступность #бирюлево    власт беспорядк в бирюлев спровоцирова националист    беспорядк в би ,3
slavnovosti,#украина #бирюлево    лидер украинск радикальн парт «братство» дмитр корчинск выраз готовн пом ,2
slavnovosti,#этнопреступность #бирюлево  окол  человек был доставл в отделен полиц посл рейд на плодоовощн б ,2
slavnovosti,#этнопреступность  нов фот с ночн #бирюлево ,3
slavnovosti,#бирюлево #итоги сегодняшн дня   дел  об убийств под контрол высш чин   министр поруч мур найт ,2
